3,19830,1,"01/01/2011",1,1,1,2,0,1,435.35,61.84,7.04,4,"","ASIENTO DE APERTURA",0,11,11010200,0,3,0,0,1
3,19830,2,"01/01/2011",1,1,1,4,2,1,30945.09,4395.61,7.04,5,"","ASIENTO DE APERTURA",0,11,11010402,0,3,0,0,1
3,19830,3,"01/01/2011",1,1,1,4,1,1,440.91,62.63,7.04,5,"","ASIENTO DE APERTURA",0,11,11010401,0,3,0,0,1
3,19830,4,"01/01/2011",1,1,2,2,0,1,1951584.66,277213.73,7.04,4,"","ASIENTO DE APERTURA",0,11,11020200,0,3,0,0,1
3,19830,5,"01/01/2011",2,3,1,3,0,2,1983406.01,281733.81,7.04,4,"","ASIENTO DE APERTURA",0,11,23010300,0,3,0,0,1
3,19831,1,"03/01/2011",1,1,1,1,0,1,633.60,90.00,7.04,4,"","RTM ALQUILER AL 13/02/2011",19831,0,11010100,0,1,0,0,1
3,19831,2,"03/01/2011",3,1,1,0,0,2,633.60,90.00,7.04,3,"","RTM ALQUILER AL 13/02/2011",19831,0,31010000,0,1,0,0,1
3,19832,1,"03/01/2011",1,1,1,1,0,1,985.60,140.00,7.04,4,"","IMPORT EXPORT ALQ. AL 10/01/2011",19832,0,11010100,0,1,0,0,1
3,19832,2,"03/01/2011",3,1,1,0,0,2,985.60,140.00,7.04,3,"","IMPORT EXPORT ALQ. AL 10/01/2011",19832,0,31010000,0,1,0,0,1
3,19833,1,"03/01/2011",1,1,1,1,0,1,303.98,43.18,7.04,4,"","MILTON SALGUEIRO EXP. MES DE OCTUBRE 2010",19833,0,11010100,0,1,0,0,1
3,19833,2,"03/01/2011",3,1,2,0,0,2,303.98,43.18,7.04,3,"","MILTON SALGUEIRO EXP. MES DE OCTUBRE 2010",19833,0,31020000,0,1,0,0,1
3,19834,1,"03/01/2011",1,1,1,2,0,1,4158.00,600.00,6.93,4,"","ROXANA CAMACHO ENTREGA SERV. PUBLICOS E INSUMS",19834,0,11010200,0,2,0,0,1
3,19834,2,"03/01/2011",1,1,1,4,2,2,4158.00,600.00,6.93,5,"","ROXANA CAMACHO ENTREGA SERV. PUBLICOS E INSUMS",19834,0,11010402,0,2,0,0,1
3,19835,1,"03/01/2011",4,1,10,2,0,1,17.00,2.45,6.93,4,"","FRANELA",0,11,41100200,0,3,0,0,1
3,19835,2,"03/01/2011",4,1,10,2,0,1,210.50,30.38,6.93,4,"","VARIOS PARA EL MES",0,11,41100200,0,3,0,0,1
3,19835,3,"03/01/2011",4,1,12,3,0,1,105.00,15.15,6.93,4,"","INSUMOS PARA EL TE",0,11,41120300,0,3,0,0,1
3,19835,4,"03/01/2011",4,1,13,3,0,1,1635.10,235.95,6.93,4,"","AGUA AL 15/12/2010",0,11,41130300,0,3,0,0,1
3,19835,5,"03/01/2011",4,1,13,1,0,1,31.05,4.48,6.93,4,"","TELEFONO 4235288 PENHOUSE",0,11,41130100,0,3,0,0,1
3,19835,6,"03/01/2011",4,1,13,1,0,1,73.89,10.66,6.93,4,"","TELEFONO 4259287 SEGURIDAD",0,11,41130100,0,3,0,0,1
3,19835,7,"03/01/2011",4,1,13,1,0,1,85.68,12.36,6.93,4,"","TELEFONO 4259282 ADMINISTRACION",0,11,41130100,0,3,0,0,1
3,19835,8,"03/01/2011",4,1,13,1,0,1,30.00,4.33,6.93,4,"","TELEFONO 4582372 ADMINISTRACION",0,11,41130100,0,3,0,0,1
3,19835,9,"03/01/2011",4,1,13,2,0,1,1478.00,213.28,6.93,4,"","LUZ AREAS COMUNES AL 02/12/2010",0,11,41130200,0,3,0,0,1
3,19835,10,"03/01/2011",4,1,13,2,0,1,31.60,4.56,6.93,4,"","LUZ PENHOUSE",0,11,41130200,0,3,0,0,1
3,19835,11,"03/01/2011",4,1,13,2,0,1,26.00,3.75,6.93,4,"","LUZ SALA DE REUNIONES",0,11,41130200,0,3,0,0,1
3,19835,12,"03/01/2011",4,1,13,2,0,1,22.20,3.20,6.93,4,"","LUZ PB ADMINISTRACION",0,11,41130200,0,3,0,0,1
3,19835,13,"03/01/2011",4,1,13,2,0,1,55.10,7.95,6.93,4,"","LUZ PISO 6 OFICINA N§1",0,11,41130200,0,3,0,0,1
3,19835,14,"03/01/2011",4,1,12,1,0,1,10.00,1.44,6.93,4,"","PASAJES EN COMPRA INSUMOS",0,11,41120100,0,3,0,0,1
3,19835,15,"03/01/2011",1,1,1,2,0,2,3811.12,549.94,6.93,4,"","RENDICION ROXANA CAMACHO",0,11,11010200,0,3,0,0,1
3,19836,1,"05/01/2011",1,1,1,1,0,1,1056.00,150.00,7.04,4,"","GABRIELA RIBERA ALQ. AL 02/02/2011",19836,0,11010100,0,1,0,0,1
3,19836,2,"05/01/2011",3,1,1,0,0,2,1056.00,150.00,7.04,3,"","GABRIELA RIBERA ALQ. AL 02/02/2011",19836,0,31010000,0,1,0,0,1
3,19837,1,"05/01/2011",1,1,1,4,2,1,2112.00,300.00,7.04,5,"","TELECEL S.A. ALQ. MES DE DICIEMBRE 2010",19837,0,11010402,0,1,0,0,1
3,19837,2,"05/01/2011",3,1,1,0,0,2,2112.00,300.00,7.04,3,"","TELECEL S.A. ALQ. MES DE DICIEMBRE 2010",19837,0,31010000,0,1,0,0,1
3,19838,1,"05/01/2011",1,1,1,1,0,1,1196.80,170.00,7.04,4,"","CONSTRUCTORA LOZA LTDA",19838,0,11010100,0,1,0,0,1
3,19838,2,"05/01/2011",3,1,1,0,0,2,1196.80,170.00,7.04,3,"","CONSTRUCTORA LOZA LTDA",19838,0,31010000,0,1,0,0,1
3,19839,1,"09/01/2011",1,1,1,1,0,1,1126.40,160.00,7.04,4,"","MIGUEL ALMANZA GARANTIA PISO 5 OF. 3",1,0,11010100,0,1,0,0,1
3,19839,2,"09/01/2011",3,1,3,0,0,2,1126.40,160.00,7.04,3,"","MIGUEL ALMANZA GARANTIA PISO 5 OF. 3",1,0,31030000,0,1,0,0,1
3,19841,1,"09/01/2011",1,1,1,1,0,1,1056.00,150.00,7.04,4,"","MIGUEL MALDONADO",19841,0,11010100,0,1,0,0,1
3,19841,2,"09/01/2011",3,1,1,0,0,2,1056.00,150.00,7.04,3,"","MIGUEL MALDONADO",19841,0,31010000,0,1,0,0,1
3,19842,1,"10/01/2011",1,1,1,1,0,1,598.40,85.00,7.04,4,"","DENISSE MILLAN ALQ. AL 27/12/2010",19842,0,11010100,0,1,0,0,1
3,19842,2,"10/01/2011",3,1,1,0,0,2,598.40,85.00,7.04,3,"","DENISSE MILLAN ALQ. AL 27/12/2010",19842,0,31010000,0,1,0,0,1
3,19843,1,"10/01/2011",1,1,1,1,0,1,210.00,29.83,7.04,4,"","DENISSE MILLAN LUZ JUL-AGOS-SEPT-OCT-NOV-DIC",19843,0,11010100,0,1,0,0,1
3,19843,2,"10/01/2011",3,1,3,0,0,2,210.00,29.83,7.04,3,"","DENISSE MILLAN LUZ JUL-AGOS-SEPT-OCT-NOV-DIC",19843,0,31030000,0,1,0,0,1
